group_variable,outcome,n_total,minimum_group_n,test,status,statistic,df1,df2,p_value,p_fdr_bh,effect_size_name,effect_size,groups
participated_digital_project,P,60,5,welch_t_test,ok,0.31817425900142576,34.11326780987261,,0.7522924816630024,0.8463290418708778,hedges_g,0.08975646342077065,"[{""group"": ""no"", ""n"": 40, ""mean"": 2.929347826086956, ""std_dev"": 0.45324587202470457}, {""group"": ""yes"", ""n"": 20, ""mean"": 2.8862318840579713, ""std_dev"": 0.5143401756976437}]"
participated_digital_project,C,60,5,welch_t_test,ok,-0.9016404234538443,52.13775507875846,,0.37139433532490834,0.804314981363009,hedges_g,-0.21564915406387797,"[{""group"": ""no"", ""n"": 40, ""mean"": 3.2515306122448977, ""std_dev"": 0.4751514604732912}, {""group"": ""yes"", ""n"": 20, ""mean"": 3.345918367346939, ""std_dev"": 0.32602505169753165}]"
participated_digital_project,I,60,5,welch_t_test,ok,1.1220819601955012,37.14598288245464,,0.2690286000109309,0.804314981363009,hedges_g,0.3062568873248107,"[{""group"": ""no"", ""n"": 40, ""mean"": 2.9012711864406784, ""std_dev"": 0.518059557919502}, {""group"": ""yes"", ""n"": 20, ""mean"": 2.738983050847458, ""std_dev"": 0.5330771193439605}]"
participated_digital_project,O,60,5,welch_t_test,ok,-1.3535049129893784,33.06552077671846,,0.18507522457847614,0.804314981363009,hedges_g,-0.3866151772351142,"[{""group"": ""no"", ""n"": 40, ""mean"": 2.7831632653061225, ""std_dev"": 0.5189864224982936}, {""group"": ""yes"", ""n"": 20, ""mean"": 2.9989795918367346, ""std_dev"": 0.6114020335003113}]"
participated_digital_project,H,60,5,welch_t_test,ok,-0.49086971960230735,30.14006010988405,,0.6270737483121278,0.804314981363009,hedges_g,-0.14573895057156447,"[{""group"": ""no"", ""n"": 40, ""mean"": 3.086206896551724, ""std_dev"": 0.4178988761836655}, {""group"": ""yes"", ""n"": 20, ""mean"": 3.155172413793103, ""std_dev"": 0.5544962120606066}]"
participated_digital_project,PERF_OVERALL,60,5,welch_t_test,ok,-0.6515899363617353,43.160831005443676,,0.5181204736279251,0.804314981363009,hedges_g,-0.16812394383142307,"[{""group"": ""no"", ""n"": 40, ""mean"": 3.28125, ""std_dev"": 0.42057462217841063}, {""group"": ""yes"", ""n"": 20, ""mean"": 3.35, ""std_dev"": 0.36634754853252327}]"
shift,P,60,5,one_way_anova,ok,1.050787044061333,3.0,56.0,0.37737520848598693,0.804314981363009,eta_squared,0.05329222827030723,"[{""group"": ""day"", ""n"": 15, ""mean"": 2.859903381642512, ""std_dev"": 0.5091848987937685}, {""group"": ""night"", ""n"": 15, ""mean"": 2.9178743961352662, ""std_dev"": 0.44219582998813}, {""group"": ""regular"", ""n"": 15, ""mean"": 3.085990338164251, ""std_dev"": 0.52999751933419}, {""group"": ""rotating"", ""n"": 15, ""mean"": 2.796135265700483, ""std_dev"": 0.38424217882720535}]"
shift,C,60,5,one_way_anova,ok,0.6646101240056688,3.0,56.0,0.5773049475710441,0.804314981363009,eta_squared,0.03438004282916023,"[{""group"": ""day"", ""n"": 15, ""mean"": 3.3891156462585035, ""std_dev"": 0.3565356493047006}, {""group"": ""night"", ""n"": 15, ""mean"": 3.2680272108843536, ""std_dev"": 0.45841313169866543}, {""group"": ""regular"", ""n"": 15, ""mean"": 3.168707482993198, ""std_dev"": 0.5454565588014477}, {""group"": ""rotating"", ""n"": 15, ""mean"": 3.306122448979592, ""std_dev"": 0.3464239019509517}]"
shift,I,60,5,one_way_anova,ok,0.9650078037350294,3.0,56.0,0.41572630147766254,0.804314981363009,eta_squared,0.04915565430702071,"[{""group"": ""day"", ""n"": 15, ""mean"": 2.828248587570621, ""std_dev"": 0.47309812464498885}, {""group"": ""night"", ""n"": 15, ""mean"": 2.8361581920903953, ""std_dev"": 0.5941074883780005}, {""group"": ""regular"", ""n"": 15, ""mean"": 2.700564971751412, ""std_dev"": 0.5346632233957653}, {""group"": ""rotating"", ""n"": 15, ""mean"": 3.023728813559322, ""std_dev"": 0.48867000608921485}]"
shift,O,60,5,one_way_anova,ok,1.0180896816421645,3.0,56.0,0.39160553624335015,0.804314981363009,eta_squared,0.05171969942770613,"[{""group"": ""day"", ""n"": 15, ""mean"": 2.7183673469387757, ""std_dev"": 0.4782532028318479}, {""group"": ""night"", ""n"": 15, ""mean"": 3.024489795918367, ""std_dev"": 0.4284464624137722}, {""group"": ""regular"", ""n"": 15, ""mean"": 2.752380952380953, ""std_dev"": 0.5899167946724014}, {""group"": ""rotating"", ""n"": 15, ""mean"": 2.9251700680272115, ""std_dev"": 0.6887422156585966}]"
shift,H,60,5,one_way_anova,ok,0.559101123595506,3.0,56.0,0.6442312542036917,0.804314981363009,eta_squared,0.029080821618925896,"[{""group"": ""day"", ""n"": 15, ""mean"": 3.0068965517241377, ""std_dev"": 0.35001031312913566}, {""group"": ""night"", ""n"": 15, ""mean"": 3.0965517241379312, ""std_dev"": 0.5313670508746504}, {""group"": ""regular"", ""n"": 15, ""mean"": 3.105747126436782, ""std_dev"": 0.5574619537759562}, {""group"": ""rotating"", ""n"": 15, ""mean"": 3.2275862068965515, ""std_dev"": 0.407755626479597}]"
shift,PERF_OVERALL,60,5,one_way_anova,ok,0.17123489537282632,3.0,56.0,0.9153865219459042,0.9153865219459042,eta_squared,0.00908991348154642,"[{""group"": ""day"", ""n"": 15, ""mean"": 3.35, ""std_dev"": 0.48916839052182665}, {""group"": ""night"", ""n"": 15, ""mean"": 3.2666666666666666, ""std_dev"": 0.4060553563012713}, {""group"": ""regular"", ""n"": 15, ""mean"": 3.3333333333333335, ""std_dev"": 0.4190408549237629}, {""group"": ""rotating"", ""n"": 15, ""mean"": 3.2666666666666666, ""std_dev"": 0.3056998216427039}]"
role,P,60,5,one_way_anova,ok,0.5914242150661463,4.0,55.0,0.6702624844691742,0.804314981363009,eta_squared,0.04123887601378073,"[{""group"": ""automation"", ""n"": 12, ""mean"": 3.0579710144927534, ""std_dev"": 0.5158872526473254}, {""group"": ""operator"", ""n"": 12, ""mean"": 2.968599033816425, ""std_dev"": 0.41449521053535965}, {""group"": ""process"", ""n"": 12, ""mean"": 2.8345410628019323, ""std_dev"": 0.5611474131890508}, {""group"": ""team_lead"", ""n"": 12, ""mean"": 2.9214975845410627, ""std_dev"": 0.4190139341244469}, {""group"": ""technician"", ""n"": 12, ""mean"": 2.792270531400966, ""std_dev"": 0.4584399682577065}]"
role,C,60,5,one_way_anova,ok,0.290573364337671,4.0,55.0,0.8828706939627791,0.9153865219459042,eta_squared,0.020695263419634506,"[{""group"": ""automation"", ""n"": 12, ""mean"": 3.2993197278911564, ""std_dev"": 0.43600178939994166}, {""group"": ""operator"", ""n"": 12, ""mean"": 3.297619047619048, ""std_dev"": 0.40344755758384393}, {""group"": ""process"", ""n"": 12, ""mean"": 3.377551020408164, ""std_dev"": 0.33130781864878367}, {""group"": ""team_lead"", ""n"": 12, ""mean"": 3.1921768707482996, ""std_dev"": 0.3007516907992953}, {""group"": ""technician"", ""n"": 12, ""mean"": 3.2482993197278915, ""std_dev"": 0.6489803697346205}]"
role,I,60,5,one_way_anova,ok,0.7614533042317284,4.0,55.0,0.5548772609209047,0.804314981363009,eta_squared,0.0524725737848517,"[{""group"": ""automation"", ""n"": 12, ""mean"": 3.062146892655367, ""std_dev"": 0.5253160252122011}, {""group"": ""operator"", ""n"": 12, ""mean"": 2.8714689265536726, ""std_dev"": 0.3862607597101084}, {""group"": ""process"", ""n"": 12, ""mean"": 2.711864406779661, ""std_dev"": 0.345015658714642}, {""group"": ""team_lead"", ""n"": 12, ""mean"": 2.809322033898305, ""std_dev"": 0.6688573384490899}, {""group"": ""technician"", ""n"": 12, ""mean"": 2.7810734463276834, ""std_dev"": 0.6367050709990175}]"
